en,de
the european parliament has clearly expressed its position that in the new european external action service the primary focus should be democracy-building and human rights protection across the globe and that this should be reflected both in the structure of the service and its funding.,"das europäische parlament hat seine position klar zur kenntnis gebracht, nämlich dass sich der europäische auswärtige dienst primär auf den demokratieaufbau und auf den schutz der menschenrechte weltweit fokussieren sollte und dass dies sowohl in der struktur des dienstes als auch seiner finanzierung reflektiert sein sollte."
"when i founded the european instrument for democracy and human rights many years ago, i believed it was necessary to have a structure to deliver democracy and human rights.","als ich vor vielen jahren das europäische instrument für demokratie und menschenrechte gründete, glaubte ich, dass eine struktur notwendig ist, um demokratie und menschenrechte zu vermitteln."
"through these instruments of human rights codes, these international bureaucracies have the ability to reach behind the borders of member states and to impose their own wishes at odds with those of the local populations.","über diese instrumente der menschenrechtskodexe sind die internationalen verwaltungsapparate in der lage, über die grenzen der mitgliedstaaten hinweg den letzteren ihre eigenen wünsche aufzuerlegen, die denen der lokalen bevölkerung zuwiderlaufen."
"(it) mr president, i support the compromise reached on the proposal for a directive because, despite some sticking points, i think it is a good text which protects patients from the great dangers arising from taking falsified medicinal products.","(it) herr präsident, ich befürworte den kompromiss bezüglich des vorschlags einer richtlinie, da ich trotz einiger streitfragen glaube, dass dies ein angemessener text ist, der patienten vor den hohen risiken schützt, die durch die einnahme gefälschter arzneimitteln entstehen können."
"the proposed text regarding 'supply chains' is also excellent, and if approved would strengthen the right of patients to protection.","der vorgeschlagene text zu den ""lieferketten"" ist auch hervorragend, und wenn er gebilligt würde, würde er das recht der patienten auf schutz stärken."
"as reported by amnesty international, eyewitness accounts and video recordings show clearly that the military is firing live rounds at unarmed people who pose no threat whatsoever to the soldiers or to others.","berichten von amnesty international zufolge belegen augenzeugenberichte und videoaufnahmen eindeutig, dass das militär mit scharfer munition auf unbewaffnete menschen schießt, die für die soldaten oder andere in keinster weise eine gefahr darstellen."
"this is a generation where the irresponsible are in charge. this is a generation that knowingly lets populations slowly poison themselves with contaminated blood, that builds nuclear power stations knowing full well that one day they will blow up in our faces, and that would rather fly bombers over innocent crowds to detract from their sexual dalliances and conceal them.","die generation der unverantwortlichen verantwortlichen, die es bewußt hinnehmen, daß die bevölkerung mit verseuchtem blut vergiftet wird, die kernkraftwerke bauen, wohl wissend, daß diese uns eines tages um die ohren fliegen werden, die es schließlich vorziehen, bombenflugzeuge gegen unschuldige menschen einzusetzen, um von ihren sexuellen eskapaden abzulenken und diese vergessen zu machen."
"the european union has already agreed two important evidence-based instruments for prevention: the european code against cancer and the council recommendations on screening for breast, cervical and colon cancer.","die europäische union hat bereits zwei wichtige evidenzbasierte präventionsinstrumente vereinbart: den europäischen kodex zur krebsbekämpfung und die empfehlungen des rates zur früherkennung von brustkrebs, gebärmutterkrebs und darmkrebs."
"the report refers to various significant issues, including: the need for primary prevention and control of diseases that can develop into cancer; the importance of screening; the insufficiency of the funding that is currently available to the fight against cancer in the eu, particularly public funding; the need to reduce occupational and environmental exposure to carcinogens; the need to update the lists of carcinogenic substances; and the protection of cancer patients and chronically sick people in the workplace.","im bericht wird auf verschiedene wichtige themen bezug genommen. dazu gehören: den bedarf an primärprävention und die kontrolle von krankheiten, die sich zu einer krebserkrankung entwickeln können, die wichtigkeit der früherkennung, die unzureichenden mittel, die gegenwärtig für die krebsbekämpfung in der eu zur verfügung stehen, insbesondere öffentliche mittel, die erfordernis, die arbeits- und umweltbedingte exposition gegenüber karzinogenen herabzusetzen, die erfordernis, die liste karzinogener stoffe zu aktualisieren und der schutz von krebspatienten und chronisch erkrankten am arbeitsplatz."
"for this reason the group of the progressive alliance of socialists and democrats in the european parliament is backing the key assumptions and basic conclusions of the report, particularly with regard to the concerns and recommendations on the need to guarantee the health and safety of imported fisheries and aquaculture products, and the environmental criteria that need to be made a requirement for catching, producing and processing these very products.","aus diesem grund unterstützt die fraktion der progressiven allianz der sozialisten & demokraten im europäischen parlament die wesentlichen annahmen und die grundlegenden schlussfolgerungen des berichts, insbesondere in bezug auf die bedenken und empfehlungen zur notwendigkeit, die gesundheit und sicherheit importierter fischerei- und aquakulturerzeugnisse und die umweltkriterien, die zu einer anforderung für fang, produktion und verarbeitung dieser produkte gemacht werden müssen, sicherzustellen."
